"Activity Date","Process Date","Settle Date","Instrument","Description","Trans Code","Quantity","Price","Amount"
"6/9/2021","6/9/2021","6/11/2021","ABCL","Abcellera Biologics
CUSIP: 00288U106","Buy","100","$24.09","($2,409.05)"
"6/7/2021","6/7/2021","6/8/2021","ABCL","ABCL 6/18/2021 Call $35.00","STO","1","$0.30","$29.98"
"6/2/2021","6/2/2021","6/3/2021","PLTR","PLTR 7/2/2021 Call $35.00","STO","1","$0.18","$17.98"
"5/28/2021","5/28/2021","6/1/2021","PLTR","Option Expiration for PLTR 5/28/2021 Put $19.00","OEXP","1","",""
"5/28/2021","5/28/2021","6/1/2021","PLTR","Option Expiration for PLTR 5/28/2021 Put $20.00","OEXP","1","",""
"5/26/2021","5/26/2021","5/27/2021","ABCL","ABCL 7/16/2021 Put $22.50","STO","1","$0.90","$89.98"
"5/21/2021","5/21/2021","5/24/2021","ABCL","Option Expiration for ABCL 5/21/2021 Put $25.00","OEXP","1","",""
"5/21/2021","5/21/2021","5/24/2021","ABCL","Option Expiration for ABCL 5/21/2021 Call $45.00","OEXP","1","",""
"5/19/2021","5/19/2021","5/19/2021","","ACH Deposit","ACH","","","$1,000.00"
"5/14/2021","5/14/2021","5/14/2021","","ACH Deposit","ACH","","","$500.00"
"5/13/2021","5/13/2021","5/17/2021","TSLA","Tesla
CUSIP: 88160R101","Buy","2","$563.58","($1,127.16)"
"5/13/2021","5/13/2021","5/17/2021","PLTR","Palantir Technologies
CUSIP: 69608A108","Buy","100","$17.90","($1,790.50)"
"5/11/2021","5/11/2021","5/11/2021","","ACH Deposit","ACH","","","$5,000.00"
"5/6/2021","5/6/2021","5/10/2021","PLTR","Palantir Technologies
CUSIP: 69608A108","Buy","50","$19.96","($998.00)"
"5/6/2021","5/6/2021","5/6/2021","","ACH Deposit","ACH","","","$1,000.00"
"5/6/2021","5/6/2021","5/10/2021","PLTR","Palantir Technologies
CUSIP: 69608A108","Buy","25","$19.99","($499.74)"
"5/6/2021","5/6/2021","5/10/2021","PLTR","Palantir Technologies
CUSIP: 69608A108","Buy","50","$19.98","($999.25)"
"5/4/2021","5/4/2021","5/5/2021","PLTR","PLTR 6/11/2021 Put $19.50","STO","1","$0.85","$84.98"
"4/30/2021","4/30/2021","5/3/2021","ABCL","ABCL 6/18/2021 Put $22.50","STO","1","$1.25","$124.98"
"4/29/2021","4/29/2021","4/30/2021","PLTR","PLTR 5/28/2021 Put $20.00","STO","1","$0.47","$46.98"
"4/29/2021","4/29/2021","4/30/2021","PLTR","PLTR 5/14/2021 Put $19.00","BTC","1","$0.10","($10.00)"
"4/29/2021","4/29/2021","4/30/2021","PLTR","PLTR 5/14/2021 Put $19.50","BTC","1","$0.14","($14.00)"
"4/21/2021","4/21/2021","4/22/2021","CLOV","CLOV 6/18/2021 Call $13.00","STO","1","$0.65","$64.98"
"4/21/2021","4/21/2021","4/22/2021","ABCL","ABCL 5/21/2021 Call $45.00","STO","1","$0.40","$39.98"
"4/16/2021","4/16/2021","4/19/2021","PLTR","Option Expiration for PLTR 4/16/2021 Put $20.00","OEXP","1","",""
"4/15/2021","4/15/2021","4/15/2021","","ACH Deposit","ACH","","","$1,000.00"
"4/15/2021","4/15/2021","4/16/2021","ABCL","ABCL 5/21/2021 Put $25.00","STO","1","$1.30","$129.98"
"4/14/2021","4/14/2021","4/15/2021","PLTR","PLTR 5/28/2021 Put $19.00","STO","1","$0.36","$35.98"
"4/12/2021","4/12/2021","4/13/2021","PLTR","PLTR 5/14/2021 Put $19.50","STO","1","$0.57","$56.98"
"4/12/2021","4/12/2021","4/13/2021","PLTR","PLTR 5/14/2021 Put $19.00","STO","1","$0.37","$36.98"
"4/12/2021","4/12/2021","4/14/2021","ABCL","Abcellera Biologics
CUSIP: 00288U106","Buy","10","$27.23","($272.26)"
"4/9/2021","4/9/2021","4/12/2021","PLTR","Option Expiration for PLTR 4/9/2021 Put $19.50","OEXP","1","",""
"3/26/2021","3/26/2021","3/30/2021","ABCL","Abcellera Biologics
CUSIP: 00288U106","Buy","30","$25.51","($765.45)"
"3/25/2021","3/25/2021","3/25/2021","","ACH Deposit","ACH","","","$1,000.00"
"3/24/2021","3/24/2021","3/26/2021","PLTR","Palantir Technologies
CUSIP: 69608A108","Buy","10","$22.10","($221.05)"
"3/24/2021","3/24/2021","3/26/2021","ABCL","Abcellera Biologics
CUSIP: 00288U106","Buy","20","$27.88","($557.50)"
"3/23/2021","3/23/2021","3/25/2021","ABCL","Abcellera Biologics
CUSIP: 00288U106","Buy","30","$29.21","($876.38)"
"3/19/2021","3/19/2021","3/23/2021","PLTR","Palantir Technologies
CUSIP: 69608A108","Buy","5","$23.74","($118.68)"
"3/19/2021","3/19/2021","3/23/2021","ABCL","Abcellera Biologics
CUSIP: 00288U106","Buy","5","$30.91","($154.55)"
"3/18/2021","3/18/2021","3/22/2021","ABCL","Abcellera Biologics
CUSIP: 00288U106","Buy","10","$30.91","($309.10)"
"3/18/2021","3/18/2021","3/22/2021","ABCL","Abcellera Biologics
CUSIP: 00288U106","Buy","10","$31.00","($310.00)"
"3/18/2021","3/18/2021","3/22/2021","ABCL","Abcellera Biologics
CUSIP: 00288U106","Buy","15","$33.20","($497.93)"
"3/18/2021","3/18/2021","3/22/2021","PLTR","Palantir Technologies
CUSIP: 69608A108","Buy","5","$24.76","($123.78)"
"3/17/2021","3/17/2021","3/18/2021","PLTR","PLTR 4/16/2021 Put $20.00","STO","1","$0.53","$52.98"
"3/15/2021","3/15/2021","3/15/2021","","ACH Deposit","ACH","","","$4,900.00"
"3/12/2021","3/12/2021","3/12/2021","","ACH Deposit","ACH","","","$2,200.00"
"3/9/2021","3/9/2021","3/10/2021","PLTR","PLTR 4/9/2021 Put $19.50","STO","1","$0.74","$73.98"
"3/8/2021","3/8/2021","3/10/2021","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$565.16","($565.16)"
"3/8/2021","3/8/2021","3/10/2021","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$590.41","($590.41)"
"3/8/2021","3/8/2021","3/8/2021","","ACH Deposit","ACH","","","$1,900.00"
"3/5/2021","3/5/2021","3/9/2021","TSIA","TS Innovation
CUSIP: 87284T100","Sell","1","$10.55","$10.55"
"3/5/2021","3/5/2021","3/9/2021","SPRQ","Spartan Acquisition Corp. II
CUSIP: 846775104","Sell","1","$10.22","$10.22"
"3/5/2021","3/5/2021","3/9/2021","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$570.00","($570.00)"
"3/5/2021","3/5/2021","3/9/2021","BFLY","Butterfly Network
CUSIP: 124155102","Sell","100","$15.12","$1,512.05"
"3/5/2021","3/5/2021","3/8/2021","BFLY","BFLY 3/19/2021 Call $30.00","BTC","1","$0.05","($5.00)"
"3/5/2021","3/5/2021","3/9/2021","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$612.79","($612.79)"
"3/4/2021","3/4/2021","3/8/2021","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$600.00","($600.00)"
"3/4/2021","3/4/2021","3/8/2021","TSLA","Tesla
CUSIP: 88160R101","Buy","0.5","$617.47","($308.74)"
"3/4/2021","3/4/2021","3/8/2021","MP","MP Materials
CUSIP: 553368101","Sell","1","$40.61","$40.61"
"3/4/2021","3/4/2021","3/8/2021","TSLA","Tesla
CUSIP: 88160R101","Buy","0.5","$627.08","($313.54)"
"3/4/2021","3/4/2021","3/8/2021","DM","Desktop Metal
CUSIP: 25058X105","Sell","100","$16.61","$1,661.00"
"3/4/2021","3/4/2021","3/8/2021","IPOD","Social Capital Hedosophia
CUSIP: G82514103","Sell","100","$12.25","$1,224.93"
"3/4/2021","3/4/2021","3/8/2021","LMND","Lemonade
CUSIP: 52567D107","Sell","12","$96.48","$1,157.69"
"3/4/2021","3/4/2021","3/8/2021","SQ","Block
CUSIP: 852234103","Sell","6","$220.86","$1,325.16"
"3/3/2021","3/3/2021","3/5/2021","TSLA","Tesla
CUSIP: 88160R101","Buy","0.2","$679.37","($135.87)"
"3/3/2021","3/3/2021","3/3/2021","","ACH Deposit","ACH","","","$800.00"
"3/3/2021","3/3/2021","3/5/2021","IPOE","Social Capital Hedosophia V
CUSIP: G8252P105","Sell","28","$18.34","$513.37"
"2/26/2021","2/26/2021","3/2/2021","TSLA","Tesla
CUSIP: 88160R101","Buy","0.1","$663.07","($66.31)"
"2/23/2021","2/23/2021","2/24/2021","BFLY","BFLY 3/19/2021 Call $30.00","STO","1","$0.50","$49.98"
"2/22/2021","2/22/2021","2/24/2021","TSLA","Tesla
CUSIP: 88160R101","Buy","0.7","$714.13","($499.89)"
"2/22/2021","2/22/2021","2/24/2021","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$752.77","($752.77)"
"2/19/2021","2/19/2021","2/22/2021","CLOV","Option Expiration for CLOV 2/19/2021 Call $20.00","OEXP","1","",""
"2/19/2021","2/19/2021","2/22/2021","DM","Option Expiration for DM 2/19/2021 Call $40.00","OEXP","1","",""
"2/19/2021","2/19/2021","2/22/2021","BFLY","Option Expiration for BFLY 2/19/2021 Call $35.00","OEXP","1","",""
"2/17/2021","2/17/2021","2/19/2021","BTNB","Bridgetown 2
CUSIP: G1355V103","Sell","60","$13.24","$794.57"
"2/17/2021","2/17/2021","2/19/2021","BTNB","Bridgetown 2
CUSIP: G1355V103","Sell","40","$13.26","$530.58"
"2/17/2021","2/17/2021","2/19/2021","VGAC","VG
CUSIP: G9446E105","Sell","1","$14.12","$14.12"
"2/16/2021","2/16/2021","2/16/2021","BFLY","Butterfly Network
CUSIP: 124155102","SXCH","100","",""
"2/16/2021","2/16/2021","2/16/2021","LGVW","Longview
CUSIP: 543195101","SXCH","100S","",""
"2/16/2021","2/16/2021","2/16/2021","BFLY","BFLY 2/19/2021 Call $35.00","OCA","1S","",""
"2/16/2021","2/16/2021","2/16/2021","LGVW","LGVW 2/19/2021 Call $35.00","OCA","1","",""
"2/9/2021","2/9/2021","2/11/2021","VGAC","VG
CUSIP: G9446E105","Buy","1","$14.75","($14.75)"
"2/1/2021","2/1/2021","2/1/2021","","ACH Withdrawal","ACH","","","($2,395.86)"
"1/28/2021","1/28/2021","1/29/2021","LGVW","LGVW 2/19/2021 Call $35.00","STO","1","$0.40","$39.98"
"1/28/2021","1/28/2021","2/1/2021","BB","Blackberry
CUSIP: 09228F103","Sell","1","$21.63","$21.63"
"1/27/2021","1/27/2021","1/29/2021","ARKG","ARK Genomic Revolution ETF
CUSIP: 00214Q302","Buy","5","$99.83","($499.15)"
"1/27/2021","1/27/2021","1/29/2021","ARKG","ARK Genomic Revolution ETF
CUSIP: 00214Q302","Buy","5","$99.79","($498.95)"
"1/27/2021","1/27/2021","1/29/2021","BB","Blackberry
CUSIP: 09228F103","Buy","1","$20.17","($20.17)"
"1/26/2021","1/26/2021","1/28/2021","BTNB","Bridgetown 2
CUSIP: G1355V103","Buy","100","$12.64","($1,263.99)"
"1/25/2021","1/25/2021","1/26/2021","CLOV","CLOV 2/19/2021 Call $20.00","STO","1","$0.56","$55.98"
"1/25/2021","1/25/2021","1/26/2021","DM","DM 2/19/2021 Call $40.00","STO","1","$0.74","$73.98"
"1/25/2021","1/25/2021","1/27/2021","SPRQ","Spartan Acquisition Corp. II
CUSIP: 846775104","Buy","1","$15.94","($15.94)"
"1/25/2021","1/25/2021","1/27/2021","TSIA","TS Innovation
CUSIP: 87284T100","Buy","1","$18.75","($18.75)"
"1/22/2021","1/22/2021","1/25/2021","LMND","Option Expiration for LMND 1/22/2021 Call $165.00","OEXP","1","",""
"1/22/2021","1/22/2021","1/25/2021","LMND","Option Expiration for LMND 1/22/2021 Call $167.50","OEXP","1S","",""
"1/21/2021","1/21/2021","1/22/2021","LMND","LMND 1/22/2021 Call $165.00","STO","1","$0.15","$14.98"
"1/21/2021","1/21/2021","1/22/2021","LMND","LMND 1/22/2021 Call $167.50","BTO","1","$0.10","($10.00)"
"1/19/2021","1/19/2021","1/21/2021","IPOD","Social Capital Hedosophia
CUSIP: G82514103","Buy","86","$15.69","($1,349.34)"
"1/19/2021","1/19/2021","1/21/2021","IPOF","Social Capital Hedosophia H
CUSIP: G8251L105","Buy","55","$14.80","($814.00)"
"1/15/2021","1/15/2021","1/19/2021","DM","Option Expiration for DM 1/15/2021 Call $25.00","OEXP","1","",""
"1/15/2021","1/15/2021","1/19/2021","CLOV","Option Expiration for CLOV 1/15/2021 Call $20.00","OEXP","1","",""
"1/15/2021","1/15/2021","1/19/2021","LGVW","Option Expiration for LGVW 1/15/2021 Call $35.00","OEXP","1","",""
"1/14/2021","1/14/2021","1/14/2021","","ACH Deposit","ACH","","","$1,500.00"
"1/11/2021","1/11/2021","1/11/2021","","ACH Deposit","ACH","","","$7,000.00"
"1/11/2021","1/11/2021","1/11/2021","IPOC","IPOC 1/15/2021 Call $20.00","OCA","1","",""
"1/11/2021","1/11/2021","1/11/2021","CLOV","CLOV 1/15/2021 Call $20.00","OCA","1S","",""
"1/8/2021","1/8/2021","1/11/2021","LGVW","LGVW 1/15/2021 Call $35.00","STO","1","$0.10","$9.98"
"1/8/2021","1/8/2021","1/8/2021","CLOV","Clover Health Investments
CUSIP: 18914F103","SXCH","100","",""
"1/8/2021","1/8/2021","1/8/2021","IPOC","Social Capital Hedosophia
CUSIP: G8251K107","SXCH","100S","",""
"12/31/2020","12/31/2020","12/31/2020","ARKG","Cap Gains: R/D 2020-12-30 P/D 2020-12-31 - 2 shares at 0.36456","LCAP","","","$0.73"
"12/31/2020","12/31/2020","12/31/2020","ARKG","Cap Gains: R/D 2020-12-30 P/D 2020-12-31 - 2 shares at 0.42557","SCAP","","","$0.85"
"12/21/2020","12/21/2020","12/23/2020","IPOF","Social Capital Hedosophia H
CUSIP: G8251L105","Buy","5","$11.31","($56.55)"
"12/21/2020","12/21/2020","12/22/2020","DM","DM 1/15/2021 Call $25.00","STO","1","$0.60","$59.98"
"12/18/2020","12/18/2020","12/21/2020","DM","Option Expiration for DM 12/18/2020 Call $22.50","OEXP","1","",""
"12/18/2020","12/18/2020","12/22/2020","IPOE","Social Capital Hedosophia V
CUSIP: G8252P105","Buy","2","$11.30","($22.60)"
"12/18/2020","12/18/2020","12/22/2020","IPOE","Social Capital Hedosophia V
CUSIP: G8252P105","Buy","10","$11.30","($113.00)"
"12/18/2020","12/18/2020","12/22/2020","IPOF","Social Capital Hedosophia H
CUSIP: G8251L105","Buy","20","$11.42","($228.40)"
"12/18/2020","12/18/2020","12/22/2020","IPOC","Social Capital Hedosophia
CUSIP: G8251K107","Sell","30","$11.94","$358.05"
"12/17/2020","12/17/2020","12/21/2020","IPOD","Social Capital Hedosophia
CUSIP: G82514103","Buy","13","$12.20","($158.59)"
"12/17/2020","12/17/2020","12/21/2020","TSLA","Tesla
CUSIP: 88160R101","Sell","0.254696","$643.90","$164.00"
"12/17/2020","12/17/2020","12/21/2020","IPOE","Social Capital Hedosophia V
CUSIP: G8252P105","Buy","16","$11.00","($175.98)"
"12/17/2020","12/17/2020","12/21/2020","IPOF","Social Capital Hedosophia H
CUSIP: G8251L105","Buy","20","$11.14","($222.80)"
"12/17/2020","12/17/2020","12/21/2020","SPCE","Virgin Galactic Holdings
CUSIP: 92766K106","Sell","16","$25.50","$408.00"
"12/10/2020","12/10/2020","12/10/2020","DM","DM 12/18/2020 Call $22.50","OCA","1S","",""
"12/10/2020","12/10/2020","12/10/2020","TRNE","TRNE 12/18/2020 Call $22.50","OCA","1","",""
"12/10/2020","12/10/2020","12/10/2020","DM","Desktop Metal
CUSIP: 25058X105","SXCH","100","",""
"12/10/2020","12/10/2020","12/10/2020","TRNE","Trine Acquisition Corp
CUSIP: 89628U108","SXCH","100S","",""
"12/7/2020","12/7/2020","12/9/2020","IPOD","Social Capital Hedosophia
CUSIP: G82514103","Buy","1","$11.48","($11.48)"
"12/7/2020","12/7/2020","12/9/2020","FUV","Arcimoto
CUSIP: 039587100","Sell","1","$11.53","$11.53"
"12/2/2020","12/2/2020","12/4/2020","TSLA","Tesla
CUSIP: 88160R101","Buy","0.254696","$562.94","($143.38)"
"11/30/2020","11/30/2020","12/1/2020","TRNE","TRNE 12/18/2020 Call $22.50","STO","1","$0.40","$39.98"
"11/30/2020","11/30/2020","12/1/2020","IPOC","IPOC 1/15/2021 Call $20.00","STO","1","$0.23","$22.98"
"11/25/2020","11/25/2020","11/30/2020","TRNE","Trine Acquisition Corp
CUSIP: 89628U108","Buy","50","$11.96","($597.86)"
"11/25/2020","11/25/2020","11/30/2020","LMND","Lemonade
CUSIP: 52567D107","Sell","3","$67.79","$203.38"
"11/20/2020","11/20/2020","11/24/2020","TCEHY","Tencent
CUSIP: 88032Q109","Sell","2","$76.57","$153.14"
"11/20/2020","11/20/2020","11/24/2020","LGVW","Longview
CUSIP: 543195101","Buy","79","$12.56","($992.24)"
"11/20/2020","11/20/2020","11/24/2020","LGVW","Longview
CUSIP: 543195101","Buy","20","$12.48","($249.67)"
"11/20/2020","11/20/2020","11/24/2020","LGVW","Longview
CUSIP: 543195101","Buy","1","$12.06","($12.06)"
"11/19/2020","11/19/2020","11/23/2020","IPOC","Social Capital Hedosophia
CUSIP: G8251K107","Buy","10","$9.98","($99.85)"
"11/18/2020","11/18/2020","11/20/2020","TRNE","Trine Acquisition Corp
CUSIP: 89628U108","Buy","10","$10.52","($105.17)"
"11/18/2020","11/18/2020","11/18/2020","MP","MP Materials
CUSIP: 553368101","SXCH","1","",""
"11/18/2020","11/18/2020","11/18/2020","FVAC","Fortress Value
CUSIP: 34962V106","SXCH","1S","",""
"11/16/2020","11/16/2020","11/18/2020","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$409.12","($409.12)"
"11/16/2020","11/16/2020","11/18/2020","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$408.61","($408.61)"
"11/16/2020","11/16/2020","11/18/2020","ARKK","ARK Innovation ETF
CUSIP: 00214Q104","Sell","4","$98.90","$395.60"
"11/16/2020","11/16/2020","11/18/2020","ARKW","ARK Next Generation Internet
CUSIP: 00214Q401","Sell","2","$118.10","$236.21"
"11/16/2020","11/16/2020","11/18/2020","ARKF","ARK Fintech Innovation
CUSIP: 00214Q708","Sell","9","$43.71","$393.40"
"11/11/2020","11/11/2020","11/13/2020","FUV","Arcimoto
CUSIP: 039587100","Buy","1","$6.35","($6.35)"
"11/11/2020","11/11/2020","11/13/2020","NVDA","NVIDIA
CUSIP: 67066G104","Sell","1","$529.40","$529.38"
"11/10/2020","11/10/2020","11/13/2020","TCEHY","Tencent
CUSIP: 88032Q109","Buy","1","$73.65","($73.65)"
"11/6/2020","11/6/2020","11/10/2020","TCEHY","Tencent
CUSIP: 88032Q109","Buy","1","$79.92","($79.92)"
"10/30/2020","10/30/2020","11/3/2020","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$383.09","($383.09)"
"10/16/2020","10/16/2020","10/20/2020","TRNE","Trine Acquisition Corp
CUSIP: 89628U108","Buy","10","$10.62","($106.20)"
"10/6/2020","10/6/2020","10/8/2020","IPOC","Social Capital Hedosophia
CUSIP: G8251K107","Buy","20","$11.23","($224.60)"
"9/25/2020","9/25/2020","9/29/2020","TRNE","Trine Acquisition Corp
CUSIP: 89628U108","Buy","10","$10.94","($109.44)"
"9/24/2020","9/24/2020","9/24/2020","NVDA","Cash Div: R/D 2020-09-02 P/D 2020-09-24 - 1 shares at 0.16","CDIV","","","$0.16"
"9/23/2020","9/23/2020","9/25/2020","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$390.00","($390.00)"
"9/23/2020","9/23/2020","9/25/2020","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$400.00","($400.00)"
"9/23/2020","9/23/2020","9/25/2020","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$402.00","($402.00)"
"9/23/2020","9/23/2020","9/25/2020","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$402.00","($402.00)"
"9/23/2020","9/23/2020","9/25/2020","TSLA","Tesla
CUSIP: 88160R101","Buy","2","$403.57","($807.14)"
"9/22/2020","9/22/2020","9/24/2020","IPOB","Social Capital Hedosophia
CUSIP: G8250T109","Sell","20","$16.26","$325.30"
"9/21/2020","9/21/2020","9/23/2020","IPOB","Social Capital Hedosophia
CUSIP: G8250T109","Buy","10","$14.00","($140.00)"
"9/21/2020","9/21/2020","9/23/2020","RKT","Rocket Companies
CUSIP: 77311W101","Sell","114","$21.34","$2,432.51"
"9/21/2020","9/21/2020","9/23/2020","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$430.26","($430.26)"
"9/21/2020","9/21/2020","9/23/2020","TRNE","Trine Acquisition Corp
CUSIP: 89628U108","Buy","4","$11.54","($46.16)"
"9/21/2020","9/21/2020","9/23/2020","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$420.70","($420.70)"
"9/21/2020","9/21/2020","9/23/2020","SPCE","Virgin Galactic Holdings
CUSIP: 92766K106","Buy","5","$16.02","($80.08)"
"9/21/2020","9/21/2020","9/23/2020","TRNE","Trine Acquisition Corp
CUSIP: 89628U108","Buy","5","$11.72","($58.63)"
"9/21/2020","9/21/2020","9/21/2020","","ACH Deposit","ACH","","","$1,000.00"
"9/18/2020","9/18/2020","9/22/2020","TRNE","Trine Acquisition Corp
CUSIP: 89628U108","Buy","10","$12.20","($122.00)"
"9/17/2020","9/17/2020","9/21/2020","SPCE","Virgin Galactic Holdings
CUSIP: 92766K106","Buy","2","$16.93","($33.85)"
"9/17/2020","9/17/2020","9/21/2020","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$425.70","($425.70)"
"9/16/2020","9/16/2020","9/18/2020","TSLA","Tesla
CUSIP: 88160R101","Buy","2","$446.78","($893.55)"
"9/15/2020","9/15/2020","9/17/2020","IPOC","Social Capital Hedosophia
CUSIP: G8251K107","Buy","80","$11.95","($956.00)"
"9/15/2020","9/15/2020","9/17/2020","IPOC","Social Capital Hedosophia
CUSIP: G8251K107","Buy","10","$11.92","($119.20)"
"9/15/2020","9/15/2020","9/17/2020","IPOB","Social Capital Hedosophia
CUSIP: G8250T109","Buy","10","$15.47","($154.70)"
"9/15/2020","9/15/2020","9/17/2020","ARKF","ARK Fintech Innovation
CUSIP: 00214Q708","Buy","2","$38.74","($77.48)"
"9/15/2020","9/15/2020","9/17/2020","IPOC","Social Capital Hedosophia
CUSIP: G8251K107","Buy","5","$11.90","($59.50)"
"9/15/2020","9/15/2020","9/17/2020","IPOC","Social Capital Hedosophia
CUSIP: G8251K107","Buy","5","$11.89","($59.45)"
"9/15/2020","9/15/2020","9/17/2020","SQ","Block
CUSIP: 852234103","Buy","1","$152.58","($152.58)"
"9/9/2020","9/9/2020","9/11/2020","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$347.27","($347.27)"
"9/9/2020","9/9/2020","9/11/2020","SQ","Block
CUSIP: 852234103","Buy","1","$144.35","($144.35)"
"9/8/2020","9/8/2020","9/10/2020","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$331.31","($331.31)"
"9/8/2020","9/8/2020","9/10/2020","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$332.14","($332.14)"
"9/8/2020","9/8/2020","9/10/2020","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$331.67","($331.67)"
"9/8/2020","9/8/2020","9/10/2020","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$333.05","($333.05)"
"9/8/2020","9/8/2020","9/10/2020","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$350.00","($350.00)"
"9/8/2020","9/8/2020","9/10/2020","TSLA","Tesla
CUSIP: 88160R101","Buy","2","$355.50","($711.00)"
"9/4/2020","9/4/2020","9/9/2020","VXX","iPath Series B S&P 500 VIX Short-Term Futures ETN
CUSIP: 06746P621","Sell","10","$31.09","$310.92"
"9/4/2020","9/4/2020","9/9/2020","NVAX","Novavax
CUSIP: 670002401","Sell","6","$89.49","$536.93"
"9/4/2020","9/4/2020","9/9/2020","IBIO","iBio
CUSIP: 451033203","Sell","20","$1.68","$33.70"
"9/4/2020","9/4/2020","9/9/2020","LVGO","Livongo
CUSIP: 539183103","Sell","1","$119.49","$119.49"
"9/4/2020","9/4/2020","9/9/2020","WKHS","Workhorse
CUSIP: 98138J206","Sell","15","$17.40","$261.05"
"9/4/2020","9/4/2020","9/9/2020","ARKQ","ARK Autonomous Technology & Robotics
CUSIP: 00214Q203","Sell","5","$56.01","$280.05"
"9/4/2020","9/4/2020","9/9/2020","SQM","Sociedad Quimica y Minera
CUSIP: 833635105","Sell","3","$31.79","$95.37"
"9/4/2020","9/4/2020","9/9/2020","ALB","Albemarle
CUSIP: 012653101","Sell","2","$92.10","$184.21"
"9/3/2020","9/3/2020","9/8/2020","VXX","iPath Series B S&P 500 VIX Short-Term Futures ETN
CUSIP: 06746P621","Buy","10","$32.15","($321.50)"
"9/3/2020","9/3/2020","9/8/2020","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$402.00","($402.00)"
"9/3/2020","9/3/2020","9/8/2020","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$406.90","($406.90)"
"9/3/2020","9/3/2020","9/8/2020","ARKW","ARK Next Generation Internet
CUSIP: 00214Q401","Buy","2","$108.00","($216.00)"
"9/3/2020","9/3/2020","9/8/2020","ARKK","ARK Innovation ETF
CUSIP: 00214Q104","Buy","2","$91.89","($183.78)"
"9/3/2020","9/3/2020","9/8/2020","ARKF","ARK Fintech Innovation
CUSIP: 00214Q708","Buy","1","$39.92","($39.92)"
"9/3/2020","9/3/2020","9/8/2020","ARKF","ARK Fintech Innovation
CUSIP: 00214Q708","Buy","1","$39.90","($39.90)"
"9/2/2020","9/2/2020","9/4/2020","LMND","Lemonade
CUSIP: 52567D107","Buy","1","$53.37","($53.37)"
"9/2/2020","9/2/2020","9/4/2020","SQ","Block
CUSIP: 852234103","Buy","1","$159.36","($159.36)"
"9/2/2020","9/2/2020","9/4/2020","SQ","Block
CUSIP: 852234103","Buy","1","$159.31","($159.31)"
"9/2/2020","9/2/2020","9/4/2020","TSLA","Tesla
CUSIP: 88160R101","Buy","2","$410.00","($820.00)"
"9/2/2020","9/2/2020","9/4/2020","TSLA","Tesla
CUSIP: 88160R101","Buy","2","$428.60","($857.20)"
"9/2/2020","9/2/2020","9/4/2020","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$440.86","($440.86)"
"9/2/2020","9/2/2020","9/4/2020","LMND","Lemonade
CUSIP: 52567D107","Buy","2","$55.00","($110.00)"
"9/2/2020","9/2/2020","9/4/2020","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$450.53","($450.53)"
"9/2/2020","9/2/2020","9/4/2020","TSLA","Tesla
CUSIP: 88160R101","Buy","2","$450.00","($900.00)"
"9/2/2020","9/2/2020","9/4/2020","SQ","Block
CUSIP: 852234103","Buy","2","$165.00","($330.00)"
"9/2/2020","9/2/2020","9/4/2020","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$470.00","($470.00)"
"9/1/2020","9/1/2020","9/3/2020","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$473.93","($473.93)"
"9/1/2020","9/1/2020","9/3/2020","LMND","Lemonade
CUSIP: 52567D107","Buy","1","$56.00","($56.00)"
"9/1/2020","9/1/2020","9/3/2020","LMND","Lemonade
CUSIP: 52567D107","Buy","1","$56.00","($56.00)"
"9/1/2020","9/1/2020","9/3/2020","ARKF","ARK Fintech Innovation
CUSIP: 00214Q708","Buy","5","$41.54","($207.70)"
"9/1/2020","9/1/2020","9/3/2020","ARKK","ARK Innovation ETF
CUSIP: 00214Q104","Buy","2","$96.92","($193.84)"
"9/1/2020","9/1/2020","9/3/2020","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$490.81","($490.81)"
